own_it,card_number,card_name,rarity,exclusive_pack,type,hp,stage,pack_points,retreat_cost__effect,how_to_get
,A1 001,Bulbasaur,◇,Genetic Apex (A1)Mewtwo,Grass,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A2 203,Lickilicky ex,☆☆,Space-Time Smackdown (A2)Palkia,Colorless,160,Stage 1,"1,250  Pts","{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Licking Fury"", ""img_alts"": [""Colorless 4""], ""description"": ""100+ Flip a coin until you get tails. This attack does 40 more damage for each heads.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 204,Palkia ex,☆☆☆,Space-Time Smackdown (A2)Palkia,Water,150,Basic,"1,500  Pts","{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Slash"", ""img_alts"": [""Water""], ""description"": ""30""}, {""name"": ""Dimensional Storm"", ""img_alts"": [""Water 3"", ""Colorless""], ""description"": ""150 Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 205,Dialga ex,☆☆☆,Space-Time Smackdown (A2)Dialga,Metal,150,Basic,"1,500  Pts","{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Metallic Turbo"", ""img_alts"": [""Metal 2""], ""description"": ""30 Take 2 Metal Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.""}, {""name"": ""Heavy Impact"", ""img_alts"": [""Metal 2"", ""Colorless 2""], ""description"": ""100""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 206,Palkia ex,♛,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,150,Basic,"2,500  Pts","{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Slash"", ""img_alts"": [""Water""], ""description"": ""30""}, {""name"": ""Dimensional Storm"", ""img_alts"": [""Water 3"", ""Colorless""], ""description"": ""150 Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 207,Dialga ex,♛,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Metal,150,Basic,"2,500  Pts","{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Metallic Turbo"", ""img_alts"": [""Metal 2""], ""description"": ""30 Take 2 Metal Energy from your Energy Zone and attach it to 1 of your Benched Pokemon.""}, {""name"": ""Heavy Impact"", ""img_alts"": [""Metal 2"", ""Colorless 2""], ""description"": ""100""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2a 001,Heracross,◇◇,Triumphant Light (A2a)Arceus,Grass,100,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Single-Horn Throw"", ""img_alts"": [""Grass"", ""Colorless 2""], ""description"": ""50+ Flip 2 coins. If both of them are heads, this attack does 70 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 002,Burmy,◇,Triumphant Light (A2a)Arceus,Grass,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ram"", ""img_alts"": [""Grass""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 003,Mothim,◇◇,Triumphant Light (A2a)Arceus,Grass,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gust"", ""img_alts"": [""Colorless 2""], ""description"": ""50""}]}",Open Triumphant Light (A2a) packs
,A2a 004,Combee,◇,Triumphant Light (A2a)Arceus,Grass,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Bug Bite"", ""img_alts"": [""Grass""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 005,Vespiquen,◇◇,Triumphant Light (A2a)Arceus,Grass,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Reckless Charge"", ""img_alts"": [""Grass 3""], ""description"": ""120 This Pokemon also does 30 damage to itself.""}]}",Open Triumphant Light (A2a) packs
,A2a 006,Cherubi,◇,Triumphant Light (A2a)Arceus,Grass,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Leafage"", ""img_alts"": [""Grass""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 007,Cherrim,◇◇,Triumphant Light (A2a)Arceus,Grass,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Worry Seed"", ""img_alts"": [""Grass""], ""description"": ""40 Your opponent's Active Pokemon is now Confused.""}]}",Open Triumphant Light (A2a) packs
,A2a 008,Cherrim,◇◇,Triumphant Light (A2a)Arceus,Grass,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Leech Seed"", ""img_alts"": [""Grass 2""], ""description"": ""60 Heal 20 damage from this Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 009,Carnivine,◇◇◇,Triumphant Light (A2a)Arceus,Grass,80,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Power Link"", ""ability_text"": ""Power Link If you have Arceus or Arceus ex in play, attacks used by this Pokemon do +30 damage to your opponent's Active Pokemon."", ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 010,Leafeon ex,◇◇◇◇,Triumphant Light (A2a)Arceus,Grass,140,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Forest Breath"", ""ability_text"": ""Forest Breath Once during your turn, if this Pokemon is in the Active Spot, you may take a Grass Energy from your Energy Zone and attach it to 1 of your Grass Pokemon."", ""attacks"": [{""name"": ""Solar Beam"", ""img_alts"": [""Grass"", ""Colorless 2""], ""description"": ""70""}]}",Open Triumphant Light (A2a) packs
,A2a 011,Houndour,◇,Triumphant Light (A2a)Arceus,Fire,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flare Blitz"", ""img_alts"": [""Fire""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 012,Houndoom,◇◇,Triumphant Light (A2a)Arceus,Fire,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Corner"", ""img_alts"": [""Fire"", ""Colorless""], ""description"": ""60 During your opponent's next turn, the Defending Pokemon can't retreat.""}]}",Open Triumphant Light (A2a) packs
,A2a 013,Heatran,◇◇◇,Triumphant Light (A2a)Arceus,Fire,110,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Speed Link"", ""ability_text"": ""Speed Link If you have Arceus or Arceus ex in play, this Pokemon has no Retreat Cost."", ""attacks"": [{""name"": ""Ragin' Mad Strike"", ""img_alts"": [""Fire 2""], ""description"": ""40+ If this Pokemon has damage on it, this attack does 40 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 014,Marill,◇,Triumphant Light (A2a)Arceus,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 015,Azumarill,◇,Triumphant Light (A2a)Arceus,Water,100,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Waterfall"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""60""}]}",Open Triumphant Light (A2a) packs
,A2a 016,Barboach,◇,Triumphant Light (A2a)Arceus,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Mud-Slap"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 017,Whiscash,◇◇,Triumphant Light (A2a)Arceus,Water,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Thrash"", ""img_alts"": [""Water 2"", ""Colorless 2""], ""description"": ""80+ Flip a coin. If heads, this attack does 60 more damage. If tails, this Pokemon also does 20 damage to itself.""}]}",Open Triumphant Light (A2a) packs
,A2a 018,Snorunt,◇,Triumphant Light (A2a)Arceus,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Icicle"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 019,Froslass,◇◇,Triumphant Light (A2a)Arceus,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Blizzard"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40 This attack also does 10 damage to each of your opponent's Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 020,Snover,◇,Triumphant Light (A2a)Arceus,Water,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Corkscrew Punch"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 021,Abomasnow,◇◇◇,Triumphant Light (A2a)Arceus,Water,120,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Vigor Link"", ""ability_text"": ""Vigor Link If you have Arceus or Arceus ex in play, attacks used by this Pokemon cost 1 less Colorless Energy."", ""attacks"": [{""name"": ""Mega Punch"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""80""}]}",Open Triumphant Light (A2a) packs
,A2a 022,Glaceon ex,◇◇◇◇,Triumphant Light (A2a)Arceus,Water,140,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Snowy Terrain"", ""ability_text"": ""Snowy Terrain During Pokemon Chekup, if this Pokemon is in the Active Spot, do 10 damage to your opponent's Active Pokemon."", ""attacks"": [{""name"": ""Freezing Wind"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""90""}]}",Open Triumphant Light (A2a) packs
,A2a 023,Origin Forme Palkia,◇◇◇,Triumphant Light (A2a)Arceus,Water,120,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Zone Smash"", ""img_alts"": [""Water 3""], ""description"": ""60+ Flip a coin. If heads, this attack does 60 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 024,Phione,◇◇,Triumphant Light (A2a)Arceus,Water,60,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Pulse"", ""img_alts"": [""Water 2""], ""description"": ""40 Your opponent's Active Pokemon is now Asleep.""}]}",Open Triumphant Light (A2a) packs
,A2a 025,Pikachu,◇,Triumphant Light (A2a)Arceus,Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Spark"", ""img_alts"": [""Lightning""], ""description"": ""10 This attack also does 10 damage to 1 of your opponent's Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 026,Raichu,◇◇◇,Triumphant Light (A2a)Arceus,Lightning,90,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Resilience Link"", ""ability_text"": ""Resilience Link If you have Arceus or Arceus ex in play, this Pokemon takes -30 damage from attacks."", ""attacks"": [{""name"": ""Spark"", ""img_alts"": [""Lightning 2""], ""description"": ""40 This attack does 20 damage to 1 of your opponent's Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 027,Electrike,◇,Triumphant Light (A2a)Arceus,Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Zap Kick"", ""img_alts"": [""Lightning""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 028,Manectric,◇◇,Triumphant Light (A2a)Arceus,Lightning,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flash"", ""img_alts"": [""Lightning""], ""description"": ""40 During your opponent's next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.""}]}",Open Triumphant Light (A2a) packs
,A2a 029,Clefairy,◇,Triumphant Light (A2a)Arceus,Psychic,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Smack"", ""img_alts"": [""Psychic"", ""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 030,Clefable,◇◇,Triumphant Light (A2a)Arceus,Psychic,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Moonblast"", ""img_alts"": [""Psychic"", ""Colorless 2""], ""description"": ""60 During your opponent's next turn, attacks used by the Defending Pokemon do -30 damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 031,Gastly,◇,Triumphant Light (A2a)Arceus,Psychic,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Astonish"", ""img_alts"": [""Colorless""], ""description"": ""Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.""}]}",Open Triumphant Light (A2a) packs
,A2a 032,Haunter,◇,Triumphant Light (A2a)Arceus,Psychic,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Mumble"", ""img_alts"": [""Psychic 2""], ""description"": ""40""}]}",Open Triumphant Light (A2a) packs
,A2a 033,Gengar,◇◇,Triumphant Light (A2a)Arceus,Psychic,140,Stage 2,70  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hypnoblast"", ""img_alts"": [""Psychic 2""], ""description"": ""70 Your opponent's Active Pokemon is now Asleep.""}]}",Open Triumphant Light (A2a) packs
,A2a 034,Unown,◇◇,Triumphant Light (A2a)Arceus,Psychic,60,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""CHECK"", ""ability_text"": ""CHECK Once during your turn, you may choose either player. Look at the top of that player's deck."", ""attacks"": [{""name"": ""Hidden Power"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 035,Rotom,◇◇◇,Triumphant Light (A2a)Arceus,Psychic,70,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Speed Link"", ""ability_text"": ""Speed Link If you have Arceus or Arceus ex in play, this Pokemon has no Retreat Cost."", ""attacks"": [{""name"": ""Dash Attack"", ""img_alts"": [""Colorless""], ""description"": ""This attack does 20 damage to 1 of your opponent's Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 036,Sudowoodo,◇◇,Triumphant Light (A2a)Arceus,Fighting,80,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fighting Headbutt"", ""img_alts"": [""Fighting""], ""description"": ""20+ If your opponent's Active Pokemon is a Pokemon ex, this attack does 30 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 037,Phanpy,◇,Triumphant Light (A2a)Arceus,Fighting,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rollout"", ""img_alts"": [""Fighting""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 038,Donphan,◇◇,Triumphant Light (A2a)Arceus,Fighting,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rolling Spin"", ""img_alts"": [""Fighting 3""], ""description"": ""60 During your next turn, this Pokemon's Rolling Spin attack does +60 damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 039,Larvitar,◇,Triumphant Light (A2a)Arceus,Fighting,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Corkscrew Punch"", ""img_alts"": [""Fighting"", ""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 040,Pupitar,◇◇,Triumphant Light (A2a)Arceus,Fighting,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Speed Attack"", ""img_alts"": [""Fighting"", ""Colorless 2""], ""description"": ""50""}]}",Open Triumphant Light (A2a) packs
,A2a 041,Tyranitar,◇◇◇,Triumphant Light (A2a)Arceus,Fighting,160,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Power Link"", ""ability_text"": ""Power Link If you have Arceus or Arceus ex in play, attacks used by this Pokemon do +30 damage to your opponent's Active Pokemon."", ""attacks"": [{""name"": ""Land Crush"", ""img_alts"": [""Fighting 3"", ""Colorless""], ""description"": ""130""}]}",Open Triumphant Light (A2a) packs
,A2a 042,Nosepass,◇,Triumphant Light (A2a)Arceus,Fighting,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Triumphant Light (A2a) packs
